"gene_id","transcript_id","protein_id","seqnames","strand","exon_number","product","start_transcript","end_transcript","start_gene","end_gene","transcript_number","Chrm.ID"
"FOXG_17456","XM_018397463.1","XP_018258506.1","NC_030999.1","-","2","hypothetical protein",1270904,1271872,1270904,1271872,1,"Chromosome_14"
"FOXG_17457","XM_018397464.1","XP_018258507.1","NC_030999.1","-","3","hypothetical protein",1283606,1284702,1283606,1284702,1,"Chromosome_14"
"FOXG_22823","XM_018403241.1","XP_018258508.1","NC_030999.1","-","1","hypothetical protein",1300023,1300136,1300023,1300136,1,"Chromosome_14"
"FOXG_17458","XM_018397465.1","XP_018258509.1","NC_030999.1","+","2","hypothetical protein",1300273,1303560,1300273,1303560,1,"Chromosome_14"
"FOXG_22824","XM_018403242.1","XP_018258510.1","NC_030999.1","+","3","hypothetical protein",1305292,1307457,1305292,1307457,1,"Chromosome_14"
"FOXG_22825","XM_018403243.1","XP_018258511.1","NC_030999.1","-","3","hypothetical protein",1311080,1313157,1311080,1313157,1,"Chromosome_14"
"FOXG_17459","XM_018397466.1","XP_018258512.1","NC_030999.1","+","4","hypothetical protein",1320202,1321937,1320202,1321937,1,"Chromosome_14"
"FOXG_22826","XM_018403244.1","XP_018258513.1","NC_030999.1","+","2","hypothetical protein",1325060,1325251,1325060,1325251,1,"Chromosome_14"
"FOXG_17460","XM_018397467.1","XP_018258514.1","NC_030999.1","+","4","catalase-peroxidase",1329811,1330520,1329811,1330520,1,"Chromosome_14"
"FOXG_22827","XM_018403245.1","XP_018258515.1","NC_030999.1","-","2","hypothetical protein",1343727,1344204,1343727,1344204,1,"Chromosome_14"
"FOXG_22828","XM_018403246.1","XP_018258516.1","NC_030999.1","-","3","hypothetical protein",1351897,1352350,1351897,1352350,1,"Chromosome_14"
"FOXG_17462","XM_018397468.1","XP_018258517.1","NC_030999.1","+","2","hypothetical protein",1356183,1356464,1356183,1356464,1,"Chromosome_14"
"FOXG_22493","XM_018402897.1","XP_018257286.1","NC_030999.1","-","4","hypothetical protein",1360631,1361726,1360631,1361726,2,"Chromosome_14"
"FOXG_22493","XM_018402898.1","XP_018257287.1","NC_030999.1","-","4","hypothetical protein",1360853,1361726,1360631,1361726,2,"Chromosome_14"
"FOXG_16398","XM_018396424.1","XP_018257288.1","NC_030999.1","+","1","hypothetical protein",1362669,1363795,1362669,1363795,1,"Chromosome_14"
"FOXG_16401","XM_018396425.1","XP_018257289.1","NC_030999.1","-","5","hypothetical protein",1378226,1380065,1378226,1380065,1,"Chromosome_14"
"FOXG_22494","XM_018402899.1","XP_018257290.1","NC_030999.1","+","2","hypothetical protein",1382496,1383911,1382496,1383911,1,"Chromosome_14"
"FOXG_16404","XM_018396426.1","XP_018257291.1","NC_030999.1","+","2","hypothetical protein",1387532,1389082,1387532,1389082,1,"Chromosome_14"
"FOXG_16405","XM_018396427.1","XP_018257292.1","NC_030999.1","-","2","hypothetical protein",1389061,1390560,1389061,1390560,1,"Chromosome_14"
"FOXG_16406","XM_018396428.1","XP_018257293.1","NC_030999.1","-","2","hypothetical protein",1390747,1392007,1390747,1392007,1,"Chromosome_14"
"FOXG_22495","XM_018402900.1","XP_018257294.1","NC_030999.1","+","2","hypothetical protein",1402183,1403562,1402183,1403562,4,"Chromosome_14"
"FOXG_22495","XM_018402901.1","XP_018257295.1","NC_030999.1","+","3","hypothetical protein",1402183,1403562,1402183,1403562,4,"Chromosome_14"
"FOXG_22495","XM_018402902.1","XP_018257296.1","NC_030999.1","+","3","hypothetical protein",1402196,1403535,1402183,1403562,4,"Chromosome_14"
"FOXG_22495","XM_018402903.1","XP_018257297.1","NC_030999.1","+","4","hypothetical protein",1402196,1403535,1402183,1403562,4,"Chromosome_14"
"FOXG_16407","XM_018396429.1","XP_018257298.1","NC_030999.1","-","4","serine/threonine kinase 16",1403418,1404547,1403418,1404547,1,"Chromosome_14"
"FOXG_22496","XM_018402904.1","XP_018257299.1","NC_030999.1","-","2","hypothetical protein",1409298,1409743,1409298,1409743,1,"Chromosome_14"
"FOXG_22497","XM_018402905.1","XP_018257300.1","NC_030999.1","+","1","hypothetical protein",1412109,1412393,1412109,1412393,1,"Chromosome_14"
"FOXG_22498","XM_018402907.1","XP_018257302.1","NC_030999.1","-","3","hypothetical protein",1412215,1414341,1412215,1414341,2,"Chromosome_14"
"FOXG_22498","XM_018402906.1","XP_018257301.1","NC_030999.1","-","2","hypothetical protein",1412215,1414341,1412215,1414341,2,"Chromosome_14"
"FOXG_16408","XM_018396430.1","XP_018257303.1","NC_030999.1","-","3","hypothetical protein",1415904,1417740,1415904,1417740,1,"Chromosome_14"
"FOXG_16409","XM_018396431.1","XP_018257304.1","NC_030999.1","+","2","hypothetical protein",1421990,1425845,1421990,1425845,2,"Chromosome_14"
"FOXG_16409","XM_018396432.1","XP_018257305.1","NC_030999.1","+","2","hypothetical protein",1421990,1425845,1421990,1425845,2,"Chromosome_14"
"FOXG_16410","XM_018396433.1","XP_018257306.1","NC_030999.1","+","5","hypothetical protein",1429841,1434387,1429841,1434387,4,"Chromosome_14"
"FOXG_16410","XM_018396434.1","XP_018257307.1","NC_030999.1","+","3","hypothetical protein",1429841,1431968,1429841,1434387,4,"Chromosome_14"
"FOXG_16410","XM_018396435.1","XP_018257308.1","NC_030999.1","+","4","hypothetical protein",1429841,1431968,1429841,1434387,4,"Chromosome_14"
"FOXG_16410","XM_018396436.1","XP_018257309.1","NC_030999.1","+","4","hypothetical protein",1429841,1431968,1429841,1434387,4,"Chromosome_14"
"FOXG_22499","XM_018402908.1","XP_018257310.1","NC_030999.1","+","3","hypothetical protein",1434758,1437202,1434758,1437202,1,"Chromosome_14"
"FOXG_22500","XM_018402909.1","XP_018257311.1","NC_030999.1","-","2","hypothetical protein",1445362,1445873,1445362,1445873,1,"Chromosome_14"
"FOXG_16414","XM_018396437.1","XP_018257312.1","NC_030999.1","+","2","hypothetical protein",1455244,1458085,1455244,1458085,1,"Chromosome_14"
"FOXG_22501","XM_018402910.1","XP_018257313.1","NC_030999.1","-","1","hypothetical protein",1459983,1460144,1459983,1460144,1,"Chromosome_14"
"FOXG_16415","XM_018396438.1","XP_018257314.1","NC_030999.1","+","1","hypothetical protein",1460886,1463571,1460886,1463571,1,"Chromosome_14"
"FOXG_22502","XM_018402911.1","XP_018257315.1","NC_030999.1","-","1","hypothetical protein",1463900,1464013,1463900,1464013,1,"Chromosome_14"
"FOXG_16416","XM_018396439.1","XP_018257316.1","NC_030999.1","-","1","hypothetical protein",1466695,1467393,1466695,1467393,1,"Chromosome_14"
"FOXG_16417","XM_018396440.1","XP_018257317.1","NC_030999.1","+","3","hypothetical protein",1469507,1471135,1469507,1471135,1,"Chromosome_14"
"FOXG_16418","XM_018396441.1","XP_018257318.1","NC_030999.1","+","1","hypothetical protein",1474061,1475425,1474061,1475425,1,"Chromosome_14"
"FOXG_16420","XM_018396442.1","XP_018257319.1","NC_030999.1","+","1","hypothetical protein",1488084,1490409,1488084,1490409,1,"Chromosome_14"
"FOXG_22503","XM_018402912.1","XP_018257320.1","NC_030999.1","-","3","hypothetical protein",1490648,1492007,1490648,1492007,1,"Chromosome_14"
"FOXG_22504","XM_018402913.1","XP_018257321.1","NC_030999.1","+","3","hypothetical protein",1501638,1504081,1501638,1504081,1,"Chromosome_14"
"FOXG_22505","XM_018402914.1","XP_018257322.1","NC_030999.1","-","2","hypothetical protein",1506666,1508226,1506666,1508226,1,"Chromosome_14"
"FOXG_22506","XM_018402915.1","XP_018257323.1","NC_030999.1","-","3","hypothetical protein",1509374,1510856,1509374,1510856,1,"Chromosome_14"
"FOXG_22507","XM_018402916.1","XP_018257324.1","NC_030999.1","+","1","hypothetical protein",1542469,1542795,1542469,1542795,1,"Chromosome_14"
"FOXG_22508","XM_018402917.1","XP_018257325.1","NC_030999.1","+","2","hypothetical protein",1549944,1552089,1549944,1552089,1,"Chromosome_14"
"FOXG_22509","XM_018402918.1","XP_018257326.1","NC_030999.1","+","2","hypothetical protein",1559222,1560009,1559222,1560009,1,"Chromosome_14"
"FOXG_22510","XM_018402919.1","XP_018257327.1","NC_030999.1","-","2","hypothetical protein",1559871,1560052,1559871,1560052,1,"Chromosome_14"
"FOXG_22511","XM_018402920.1","XP_018257328.1","NC_030999.1","-","2","hypothetical protein",1571443,1571663,1571443,1571663,1,"Chromosome_14"
"FOXG_22512","XM_018402921.1","XP_018257329.1","NC_030999.1","+","2","hypothetical protein",1571886,1572772,1571886,1572772,1,"Chromosome_14"
"FOXG_22513","XM_018402922.1","XP_018257330.1","NC_030999.1","-","3","hypothetical protein",1577453,1580225,1577453,1580225,1,"Chromosome_14"
"FOXG_16424","XM_018396443.1","XP_018257331.1","NC_030999.1","+","1","hypothetical protein",1581035,1582285,1581035,1582285,1,"Chromosome_14"
"FOXG_22514","XM_018402923.1","XP_018257332.1","NC_030999.1","-","1","hypothetical protein",1582472,1584357,1582472,1584357,2,"Chromosome_14"
"FOXG_22514","XM_018402924.1","XP_018257333.1","NC_030999.1","-","2","hypothetical protein",1582472,1584356,1582472,1584357,2,"Chromosome_14"
"FOXG_16425","XM_018396444.1","XP_018257334.1","NC_030999.1","+","4","hypothetical protein",1588702,1590620,1588702,1590620,1,"Chromosome_14"
"FOXG_16426","XM_018396445.1","XP_018257335.1","NC_030999.1","-","2","hypothetical protein",1595524,1596931,1595524,1596931,1,"Chromosome_14"
"FOXG_16427","XM_018396446.1","XP_018257336.1","NC_030999.1","+","1","hypothetical protein",1598082,1599981,1598082,1599981,2,"Chromosome_14"
"FOXG_16427","XM_018396447.1","XP_018257337.1","NC_030999.1","+","2","hypothetical protein",1598117,1599945,1598082,1599981,2,"Chromosome_14"
"FOXG_22515","XM_018402925.1","XP_018257338.1","NC_030999.1","-","2","hypothetical protein",1601257,1602024,1601257,1602024,1,"Chromosome_14"
"FOXG_16428","XM_018396448.1","XP_018257339.1","NC_030999.1","-","1","hypothetical protein",1604341,1606990,1604341,1606990,1,"Chromosome_14"
"FOXG_22516","XM_018402926.1","XP_018257340.1","NC_030999.1","+","1","hypothetical protein",1608012,1610576,1608012,1610576,1,"Chromosome_14"
"FOXG_22517","XM_018402927.1","XP_018257341.1","NC_030999.1","-","1","hypothetical protein",1614233,1614535,1614233,1614535,1,"Chromosome_14"
"FOXG_16429","XM_018396449.1","XP_018257342.1","NC_030999.1","+","1","hypothetical protein",1619801,1621026,1619801,1621026,1,"Chromosome_14"
"FOXG_22518","XM_018402928.1","XP_018257343.1","NC_030999.1","-","2","hypothetical protein",1621925,1623149,1621925,1623149,1,"Chromosome_14"
"FOXG_16430","XM_018396450.1","XP_018257344.1","NC_030999.1","-","5","chitinase",1623667,1625742,1623667,1625742,1,"Chromosome_14"
"FOXG_16431","XM_018396451.1","XP_018257345.1","NC_030999.1","+","2","hypothetical protein",1632041,1636451,1632041,1636451,2,"Chromosome_14"
"FOXG_16431","XM_018396452.1","XP_018257346.1","NC_030999.1","+","2","hypothetical protein",1632041,1635162,1632041,1636451,2,"Chromosome_14"
"FOXG_16432","XM_018396453.1","XP_018257347.1","NC_030999.1","-","5","hypothetical protein",1633762,1635855,1633762,1635855,1,"Chromosome_14"
"FOXG_16433","XM_018396454.1","XP_018257348.1","NC_030999.1","+","2","hypothetical protein",1639193,1640485,1639193,1640485,1,"Chromosome_14"
"FOXG_16434","XM_018396455.1","XP_018257349.1","NC_030999.1","+","1","hypothetical protein",1649059,1650580,1649059,1650580,1,"Chromosome_14"
"FOXG_22519","XM_018402929.1","XP_018257350.1","NC_030999.1","-","1","hypothetical protein",1652185,1652827,1652185,1652827,1,"Chromosome_14"
"FOXG_22520","XM_018402930.1","XP_018257351.1","NC_030999.1","+","2","hypothetical protein",1654917,1656004,1654917,1656004,1,"Chromosome_14"
"FOXG_16435","XM_018396456.1","XP_018257352.1","NC_030999.1","-","1","hypothetical protein",1656631,1657473,1656631,1657473,1,"Chromosome_14"
"FOXG_16436","XM_018396457.1","XP_018257353.1","NC_030999.1","-","2","hypothetical protein",1657763,1658991,1657763,1658991,1,"Chromosome_14"
"FOXG_16437","XM_018396458.1","XP_018257354.1","NC_030999.1","+","2","hypothetical protein",1660112,1661207,1660112,1661207,1,"Chromosome_14"
"FOXG_16438","XM_018396459.1","XP_018257355.1","NC_030999.1","+","3","hypothetical protein",1661899,1662732,1661899,1662732,1,"Chromosome_14"
"FOXG_22521","XM_018402934.1","XP_018257359.1","NC_030999.1","+","3","hypothetical protein",1665588,1666570,1665588,1666570,4,"Chromosome_14"
"FOXG_22521","XM_018402933.1","XP_018257358.1","NC_030999.1","+","3","hypothetical protein",1665588,1666570,1665588,1666570,4,"Chromosome_14"
"FOXG_22521","XM_018402932.1","XP_018257357.1","NC_030999.1","+","2","hypothetical protein",1665616,1666570,1665588,1666570,4,"Chromosome_14"
"FOXG_22521","XM_018402931.1","XP_018257356.1","NC_030999.1","+","2","hypothetical protein",1665616,1666567,1665588,1666570,4,"Chromosome_14"
"FOXG_22522","XM_018402936.1","XP_018257361.1","NC_030999.1","-","9","hypothetical protein",1670895,1673578,1670895,1673578,2,"Chromosome_14"
"FOXG_22522","XM_018402935.1","XP_018257360.1","NC_030999.1","-","8","hypothetical protein",1670895,1673578,1670895,1673578,2,"Chromosome_14"
"FOXG_22523","XM_018402937.1","XP_018257362.1","NC_030999.1","-","2","hypothetical protein",1675675,1675861,1675675,1675861,1,"Chromosome_14"
"FOXG_16439","XM_018396460.1","XP_018257363.1","NC_030999.1","-","1","hypothetical protein",1676121,1678412,1676121,1678412,1,"Chromosome_14"
"FOXG_16440","XM_018396461.1","XP_018257364.1","NC_030999.1","+","2","hypothetical protein",1677967,1678372,1677967,1678372,1,"Chromosome_14"
"FOXG_16441","XM_018396462.1","XP_018257365.1","NC_030999.1","+","1","hypothetical protein",1679729,1680876,1679729,1680876,1,"Chromosome_14"
"FOXG_16442","XM_018396463.1","XP_018257366.1","NC_030999.1","+","1","hypothetical protein",1687048,1689285,1687048,1689285,1,"Chromosome_14"
"FOXG_22524","XM_018402938.1","XP_018257367.1","NC_030999.1","-","3","hypothetical protein",1696520,1698450,1696520,1698450,1,"Chromosome_14"
"FOXG_22525","XM_018402939.1","XP_018257368.1","NC_030999.1","+","1","hypothetical protein",1698760,1699681,1698760,1699681,1,"Chromosome_14"
"FOXG_22526","XM_018402940.1","XP_018257369.1","NC_030999.1","+","2","hypothetical protein",1705516,1706695,1705516,1706695,1,"Chromosome_14"
"FOXG_16445","XM_018396464.1","XP_018257370.1","NC_030999.1","+","1","hypothetical protein",1712304,1715591,1712304,1715591,1,"Chromosome_14"
"FOXG_22527","XM_018402941.1","XP_018257371.1","NC_030999.1","+","1","hypothetical protein",1715851,1716006,1715851,1716006,1,"Chromosome_14"
"FOXG_16446","XM_018396465.1","XP_018257372.1","NC_030999.1","-","1","hypothetical protein",1716206,1718012,1716206,1718012,1,"Chromosome_14"
"FOXG_16447","XM_018396466.1","XP_018257373.1","NC_030999.1","+","3","hypothetical protein",1717639,1720435,1717639,1720435,2,"Chromosome_14"
"FOXG_16447","XM_018396467.1","XP_018257374.1","NC_030999.1","+","2","hypothetical protein",1718517,1720435,1717639,1720435,2,"Chromosome_14"
"FOXG_16448","XM_018396468.1","XP_018257375.1","NC_030999.1","+","2","hypothetical protein",1720771,1723870,1720771,1723870,1,"Chromosome_14"
"FOXG_22528","XM_018402942.1","XP_018257376.1","NC_030999.1","-","1","hypothetical protein",1721036,1721236,1721036,1721236,1,"Chromosome_14"
"FOXG_22529","XM_018402944.1","XP_018257378.1","NC_030999.1","+","2","hypothetical protein",1729234,1730222,1729234,1732012,2,"Chromosome_14"
"FOXG_22529","XM_018402943.1","XP_018257377.1","NC_030999.1","+","1","hypothetical protein",1729479,1732012,1729234,1732012,2,"Chromosome_14"
"FOXG_22530","XM_018402945.1","XP_018257379.1","NC_030999.1","-","1","hypothetical protein",1732418,1733191,1732418,1733191,1,"Chromosome_14"
"FOXG_16449","XM_018396469.1","XP_018257380.1","NC_030999.1","+","2","hypothetical protein",1735926,1739135,1735926,1739135,1,"Chromosome_14"
"FOXG_22531","XM_018402946.1","XP_018257381.1","NC_030999.1","-","1","hypothetical protein",1739159,1739269,1739159,1739269,1,"Chromosome_14"
"FOXG_22532","XM_018402947.1","XP_018257382.1","NC_030999.1","+","2","hypothetical protein",1739490,1740769,1739490,1740769,1,"Chromosome_14"
"FOXG_16450","XM_018396470.1","XP_018257383.1","NC_030999.1","-","2","hypothetical protein",1739640,1741795,1739640,1741795,1,"Chromosome_14"
"FOXG_16451","XM_018396471.1","XP_018257384.1","NC_030999.1","+","3","hypothetical protein",1742478,1743939,1742478,1743939,1,"Chromosome_14"
"FOXG_22533","XM_018402948.1","XP_018257385.1","NC_030999.1","+","1","hypothetical protein",1744627,1744746,1744627,1744746,1,"Chromosome_14"
"FOXG_16452","XM_018396472.1","XP_018257386.1","NC_030999.1","-","1","hypothetical protein",1744711,1745535,1744711,1745535,1,"Chromosome_14"
"FOXG_16453","XM_018396473.1","XP_018257387.1","NC_030999.1","+","5","hypothetical protein",1745680,1751293,1745680,1751293,1,"Chromosome_14"
"FOXG_16454","XM_018396474.1","XP_018257388.1","NC_030999.1","+","1","hypothetical protein",1752100,1752204,1752100,1752204,1,"Chromosome_14"
"FOXG_16455","XM_018396475.1","XP_018257389.1","NC_030999.1","+","4","hypothetical protein",1754473,1757917,1754473,1757917,1,"Chromosome_14"
"FOXG_22534","XM_018402949.1","XP_018257390.1","NC_030999.1","+","1","hypothetical protein",1761870,1762010,1761870,1762010,1,"Chromosome_14"
"FOXG_16458","XM_018396476.1","XP_018257391.1","NC_030999.1","+","5","hypothetical protein",1763036,1770726,1763036,1770726,1,"Chromosome_14"
"FOXG_16459","XM_018396477.1","XP_018257392.1","NC_030999.1","+","3","hypothetical protein",1780960,1788263,1780960,1788263,1,"Chromosome_14"
"FOXG_16460","XM_018396478.1","XP_018257393.1","NC_030999.1","-","2","CMGC protein kinase",1790985,1792356,1790985,1792356,1,"Chromosome_14"
"FOXG_16461","XM_018396479.1","XP_018257394.1","NC_030999.1","+","3","hypothetical protein",1808832,1811506,1808832,1811506,1,"Chromosome_14"
"FOXG_16462","XM_018396480.1","XP_018257395.1","NC_030999.1","+","5","hypothetical protein",1812546,1816904,1812546,1816904,1,"Chromosome_14"
"FOXG_16463","XM_018396481.1","XP_018257396.1","NC_030999.1","+","3","hypothetical protein",1821217,1823866,1821217,1823866,1,"Chromosome_14"
"FOXG_16652","XM_018396680.1","XP_018257397.1","NC_031000.1","-","4","hypothetical protein",1838,6383,1838,6383,1,"Chromosome_15"
"FOXG_16653","XM_018396681.1","XP_018257398.1","NC_031000.1","-","3","hypothetical protein",7423,10097,7423,10097,1,"Chromosome_15"
"FOXG_22535","XM_018402950.1","XP_018257399.1","NC_031000.1","-","1","hypothetical protein",13161,13271,13161,13271,1,"Chromosome_15"
"FOXG_16654","XM_018396682.1","XP_018257400.1","NC_031000.1","+","2","hypothetical protein",23292,24271,23292,24271,1,"Chromosome_15"
"FOXG_16655","XM_018396683.1","XP_018257401.1","NC_031000.1","+","2","hypothetical protein",27376,28735,27376,28735,1,"Chromosome_15"
"FOXG_22536","XM_018402951.1","XP_018257402.1","NC_031000.1","-","2","hypothetical protein",30050,30370,30050,30370,1,"Chromosome_15"
"FOXG_22537","XM_018402952.1","XP_018257403.1","NC_031000.1","+","1","hypothetical protein",30498,31011,30498,31011,1,"Chromosome_15"
"FOXG_16657","XM_018396684.1","XP_018257404.1","NC_031000.1","-","2","hypothetical protein",32613,33104,32613,33104,1,"Chromosome_15"
"FOXG_16658","XM_018396685.1","XP_018257405.1","NC_031000.1","+","2","hypothetical protein",38324,38926,38324,38926,1,"Chromosome_15"
"FOXG_16659","XM_018396686.1","XP_018257406.1","NC_031000.1","-","2","hypothetical protein",43616,43868,43616,43868,1,"Chromosome_15"
"FOXG_22538","XM_018402953.1","XP_018257407.1","NC_031000.1","-","1","hypothetical protein",45178,45576,45178,45576,1,"Chromosome_15"
"FOXG_22539","XM_018402954.1","XP_018257408.1","NC_031000.1","-","3","hypothetical protein",48958,49352,48958,49352,1,"Chromosome_15"
"FOXG_16660","XM_018396687.1","XP_018257409.1","NC_031000.1","+","2","hypothetical protein",51457,52053,51457,52053,1,"Chromosome_15"
"FOXG_22540","XM_018402955.1","XP_018257410.1","NC_031000.1","-","2","hypothetical protein",57461,58659,57461,58659,1,"Chromosome_15"
"FOXG_22541","XM_018402956.1","XP_018257411.1","NC_031000.1","-","1","hypothetical protein",67766,67951,67766,67951,1,"Chromosome_15"
"FOXG_16662","XM_018396688.1","XP_018257412.1","NC_031000.1","+","3","hypothetical protein",77555,78470,77555,78470,1,"Chromosome_15"
"FOXG_22542","XM_018402957.1","XP_018257413.1","NC_031000.1","-","3","hypothetical protein",82863,83264,82863,83264,1,"Chromosome_15"
"FOXG_22543","XM_018402958.1","XP_018257414.1","NC_031000.1","+","4","hypothetical protein",84287,87635,84287,87635,1,"Chromosome_15"
"FOXG_16665","XM_018396689.1","XP_018257415.1","NC_031000.1","+","3","hypothetical protein",94124,94920,94124,94920,1,"Chromosome_15"
"FOXG_16666","XM_018396690.1","XP_018257416.1","NC_031000.1","-","1","hypothetical protein",96589,98565,96589,98565,1,"Chromosome_15"
"FOXG_16667","XM_018396691.1","XP_018257417.1","NC_031000.1","-","1","hypothetical protein",101126,101716,101126,101716,1,"Chromosome_15"
"FOXG_16668","XM_018396692.1","XP_018257418.1","NC_031000.1","+","5","hypothetical protein",105731,109773,105731,109773,1,"Chromosome_15"
"FOXG_22544","XM_018402959.1","XP_018257419.1","NC_031000.1","-","2","hypothetical protein",111736,111887,111736,111887,1,"Chromosome_15"
"FOXG_16669","XM_018396693.1","XP_018257420.1","NC_031000.1","-","1","hypothetical protein",112262,113093,112262,113093,1,"Chromosome_15"
"FOXG_16670","XM_018396694.1","XP_018257421.1","NC_031000.1","-","2","hypothetical protein",115639,116446,115639,116446,1,"Chromosome_15"
"FOXG_16671","XM_018396695.1","XP_018257422.1","NC_031000.1","+","1","hypothetical protein",121642,122496,121642,122496,1,"Chromosome_15"
"FOXG_22545","XM_018402960.1","XP_018257423.1","NC_031000.1","+","2","hypothetical protein",124508,124733,124508,124733,1,"Chromosome_15"
"FOXG_22546","XM_018402961.1","XP_018257424.1","NC_031000.1","-","5","hypothetical protein",124763,126449,124763,126449,1,"Chromosome_15"
"FOXG_16672","XM_018396696.1","XP_018257425.1","NC_031000.1","+","1","hypothetical protein",129753,130787,129753,130787,1,"Chromosome_15"
"FOXG_22547","XM_018402962.1","XP_018257426.1","NC_031000.1","+","1","hypothetical protein",136406,136573,136406,136573,1,"Chromosome_15"
"FOXG_22548","XM_018402963.1","XP_018257427.1","NC_031000.1","+","2","hypothetical protein",137645,138380,137645,138380,1,"Chromosome_15"
"FOXG_22549","XM_018402964.1","XP_018257428.1","NC_031000.1","-","1","hypothetical protein",138873,139115,138873,139115,1,"Chromosome_15"
"FOXG_16673","XM_018396697.1","XP_018257429.1","NC_031000.1","-","4","acetyl-CoA C-acetyltransferase",143469,144877,143469,144877,1,"Chromosome_15"
"FOXG_22550","XM_018402965.1","XP_018257430.1","NC_031000.1","+","3","hypothetical protein",147257,147612,147257,147612,1,"Chromosome_15"
"FOXG_16674","XM_018396698.1","XP_018257431.1","NC_031000.1","+","2","hypothetical protein",157384,159187,157384,159187,1,"Chromosome_15"
"FOXG_16675","XM_018396699.1","XP_018257432.1","NC_031000.1","-","1","aspartyl-tRNA synthetase",163916,166384,163916,166384,1,"Chromosome_15"
"FOXG_16676","XM_018396700.1","XP_018257433.1","NC_031000.1","-","4","hypothetical protein",167237,172015,167237,172015,1,"Chromosome_15"
"FOXG_16677","XM_018396701.1","XP_018257434.1","NC_031000.1","+","8","phosphatidylserine decarboxylase",174144,176781,174144,176781,1,"Chromosome_15"
"FOXG_22551","XM_018402966.1","XP_018257435.1","NC_031000.1","+","2","hypothetical protein",178205,179317,178205,179317,1,"Chromosome_15"
"FOXG_16678","XM_018396702.1","XP_018257436.1","NC_031000.1","-","3","hypothetical protein",182129,182696,182129,182696,1,"Chromosome_15"
"FOXG_22552","XM_018402967.1","XP_018257437.1","NC_031000.1","-","1","hypothetical protein",184842,185735,184842,185735,1,"Chromosome_15"
"FOXG_16679","XM_018396703.1","XP_018257438.1","NC_031000.1","-","2","hypothetical protein",187252,190039,187252,190039,1,"Chromosome_15"
"FOXG_16680","XM_018396704.1","XP_018257439.1","NC_031000.1","-","1","hypothetical protein",192285,193781,192285,193781,1,"Chromosome_15"
"FOXG_16681","XM_018396705.1","XP_018257440.1","NC_031000.1","-","1","hypothetical protein",196381,197214,196381,197214,1,"Chromosome_15"
"FOXG_16682","XM_018396706.1","XP_018257441.1","NC_031000.1","+","5","oxidoreductase",203578,205149,203578,205149,1,"Chromosome_15"
"FOXG_16683","XM_018396707.1","XP_018257442.1","NC_031000.1","+","4","hypothetical protein",205962,207001,205962,207001,1,"Chromosome_15"
"FOXG_16684","XM_018396708.1","XP_018257443.1","NC_031000.1","+","2","hypothetical protein",208110,208747,208110,208747,1,"Chromosome_15"
"FOXG_16685","XM_018396709.1","XP_018257444.1","NC_031000.1","+","1","hypothetical protein",209308,209922,209308,209922,1,"Chromosome_15"
"FOXG_22553","XM_018402968.1","XP_018257445.1","NC_031000.1","+","1","hypothetical protein",214631,215095,214631,215095,1,"Chromosome_15"
"FOXG_22554","XM_018402969.1","XP_018257446.1","NC_031000.1","+","7","hypothetical protein",219060,226659,219060,226659,1,"Chromosome_15"
"FOXG_16688","XM_018396710.1","XP_018257447.1","NC_031000.1","+","1","hypothetical protein",230962,232374,230962,232374,1,"Chromosome_15"
"FOXG_16689","XM_018396711.1","XP_018257448.1","NC_031000.1","-","1","hypothetical protein",237561,239198,237561,239198,1,"Chromosome_15"
"FOXG_16690","XM_018396712.1","XP_018257449.1","NC_031000.1","+","2","hypothetical protein",245873,247969,245873,247969,1,"Chromosome_15"
"FOXG_16691","XM_018396713.1","XP_018257450.1","NC_031000.1","-","3","hypothetical protein",252333,253467,252333,253467,1,"Chromosome_15"
"FOXG_16692","XM_018396714.1","XP_018257451.1","NC_031000.1","-","2","hypothetical protein",254682,255767,254682,255767,1,"Chromosome_15"
"FOXG_22555","XM_018402970.1","XP_018257452.1","NC_031000.1","+","2","hypothetical protein",264675,264957,264675,264957,1,"Chromosome_15"
"FOXG_22556","XM_018402971.1","XP_018257453.1","NC_031000.1","+","1","hypothetical protein",265288,266520,265288,266520,1,"Chromosome_15"
"FOXG_16695","XM_018396715.1","XP_018257454.1","NC_031000.1","+","2","hypothetical protein",272949,274644,272949,274644,1,"Chromosome_15"
"FOXG_22557","XM_018402972.1","XP_018257455.1","NC_031000.1","+","1","hypothetical protein",277594,277863,277594,277863,1,"Chromosome_15"
"FOXG_16696","XM_018396716.1","XP_018257456.1","NC_031000.1","+","1","hypothetical protein",278484,280046,278484,280046,1,"Chromosome_15"
"FOXG_16697","XM_018396717.1","XP_018257457.1","NC_031000.1","-","1","hypothetical protein",281876,283168,281876,283168,1,"Chromosome_15"
"FOXG_16698","XM_018396718.1","XP_018257458.1","NC_031000.1","-","1","hypothetical protein",283812,285530,283812,285530,1,"Chromosome_15"
"FOXG_16699","XM_018396719.1","XP_018257459.1","NC_031000.1","-","5","hypothetical protein",285787,286992,285787,286992,1,"Chromosome_15"
"FOXG_22558","XM_018402973.1","XP_018257460.1","NC_031000.1","-","9","hypothetical protein",287910,291934,287910,291934,1,"Chromosome_15"
"FOXG_16702","XM_018396720.1","XP_018257461.1","NC_031000.1","-","1","hypothetical protein",301663,302280,301663,302280,1,"Chromosome_15"
